"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW018584","泉記汽車工程","CHUEN KEE MOTOR ENGINEER","新界","N.T.","屯門","TUEN MUN","藍地桃園圍64號C地下","G/F, No. 64C, To Yuen Wai, Lam Tei","94581845","3","IC","2028-10-23","","22.4157099","113.9825147","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","","","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","A","A","A","A","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW018599","德毅汽車服務公司","TAK NGAI AUTOMOBILE SERVICE CO.","新界","N.T.","葵青","KWAI TSING","葵涌葵豐街28-36號業豐工業大廈地下B2號舖","Flat B2, G/F, Yip Fung Industrial Building, No. 28-36, Kwai Fung Crescent, Kwai Chung","23109111","3","IC","2026-12-25","","22.355986","114.1252175","私家車","Private Car","一般車輛維修 (機械和電器工作), 空調服務, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Air-conditioning, Engine oil changing","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW018602","威威汽車服務公司","WAI WAI MOTOR SERVICES CO.","新界","N.T.","屯門","TUEN MUN","屯門達仁坊11號遠東發展屯門中心大廈地下5號舖","Shop 5, G/F, Far East Consortium Tuen Mun Building, No. 11, Tat Yan Square,Tuen Mun , ","24510138","4","IC","2026-12-25","","22.39718","113.97673","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018613","榮華車行","WING WAH MOTOR COMPANY","新界","N.T.","屯門","TUEN MUN","青山公路22咪半","22 1/2 Miles, Castle Peak Road, ","26138887","3","IC","2027-01-28","","22.42632","113.98863","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018626","TOMATO DEVICE LIMITED","TOMATO DEVICE LIMITED","新界","N.T.","沙田","SHA TIN","火炭桂地街10-14號華麗工業中心地下6號舖","Shop 6, G/F, Wah Lai Industrial Centre, No. 10-14, Kwei Tei Street, Fo Tan","64611700","3","IC","2028-07-01","","22.4002","114.1918","私家車","Private Car","","","R","R","09:30","18:00","09:30","18:00","09:30","18:00","09:30","18:00","09:30","18:00","09:30","18:00","R","R","R","R","Mo 09:30-18:00, Tu 09:30-18:00, We 09:30-18:00, Th 09:30-18:00, Fr 09:30-18:00, Sa 09:30-18:00"
"VMW018635","順興汽車公司","SHUN HING MOTORS CO.","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣九龍城道184號地下","G/F, No. 184, Kowloon City Road, To Kwa Wan","","4","IC","2027-01-07","","22.32167","114.19079","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018646","億偉科技 ( 香港 ) 有限公司","EASEWIN TECHNOLOGY (HONG KONG) LIMITED","九龍","Kowloon","觀塘","KWUN TONG","九龍灣宏通街1號啟福工業中心地下7號舖","Shop 7, G/F, Kai Fuk Industrial Centre, No. 1, Wang Tung Street, Kowloon Bay","28871637","3","IC","2026-12-25","","22.32066","114.20716","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018668","格瑞得汽車科技服務有限公司","GRID-TECH AUTO SERVICES CO. LIMITED","新界","N.T.","荃灣","TSUEN WAN","德士古道62-70號寶業大廈A座2字樓1室","Unit 1, 2/F, Block A, Po Yip Building, No. 62-70, Texaco Road, ","25061828","2","IC","2026-07-18","","22.36783","114.12146","私家車","Private Car","一般車輛維修 (機械和電器工作), 車身修理, 車身噴漆","General vehicle maintenance (mechanical and electrical work), Body works, Spray painting","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW018693","凱華汽車服務有限公司","SINO MOTOR SERVICES LIMITED","新界","N.T.","元朗","YUEN LONG","廈村田廈路 DD124, LOT 1498BRP 4, 5 , 6, 7","DD124, LOT 1498BRP 4, 5 , 6, 7 Tin Ha Road, Ha Tsuen","23912131","2","IC","2026-12-25","","22.444525","113.989151","巴士","Bus","一般車輛維修 (機械和電器工作), 車身修理, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Body works, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW018700","美擇有限公司","CHAMP CHOICE LIMITED","九龍","Kowloon","觀塘","KWUN TONG","油塘茶果嶺道610號生利工業大廈地下低層A2舖","Flat A2, LG/F, Sunray Industrial Centre, No. 610, Cho Kwo Ling Road, Yau Tong","21173890","3","IC","2026-07-18","","22.29606","114.23793","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","09:00","18:30","R","R","Mo 09:00-18:30, Tu 09:00-18:30, We 09:00-18:30, Th 09:00-18:30, Fr 09:00-18:30, Sa 09:00-18:30"
"VMW018715","IAUTO HK LIMITED","IAUTO HK LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","落山道41號瑞英工業大廈E座地下","G/F, E Sui Ying Industrial Building, No. 41, Lok Shan Road, ","27873030","3","IC","2026-07-18","","22.3153812","114.1907978","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018722","高達機械工程有限公司","KO TAT ENGINEERING COMPANY LIMITED","新界","N.T.","元朗","YUEN LONG","新田米埔 DD 105, LOT 157","DD 105, LOT 157 Mai Po, San Tin","24718981","3","IC","2026-07-18","","22.494915","114.070137","中型貨車, 重型貨車","Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 電動及油壓配件","General vehicle maintenance (mechanical and electrical work), Electric and hydrauic operated accessories","","","","","","","","","","","","","","","","","","",""
"VMW018737","堅毅汽車工程","KIN NGAI MOTOR ENGINEERING","新界","N.T.","元朗","YUEN LONG","公庵路黃泥墩村 DD 119, LOT 785-A","DD 119, LOT 785-A Wong Nai Tun Tsuen, Kung Um Road, ","93863630","3","IC","2026-07-18","","22.421612","114.017036","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW018762","貴記汽車工程","KWAI KEE MOTOR CAR ENGINEERING","新界","N.T.","屯門","TUEN MUN","掃管笏掃管笏村路 DD 375, LOT 374RP & 396","DD 375, LOT 374RP & 396 So Kwun Wat Tsuen Road, So Kwun Wat","","3","IC","2026-07-18","","22.376534","114.001755","輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","09:00","19:00","12:00","16:00","R","R","Mo 10:00-19:00, Tu 10:00-19:00, We 10:00-19:00, Th 10:00-19:00, Fr 10:00-19:00, Sa 09:00-19:00"
"VMW018813","JIM'S MOTORCYCLES CO.","JIM'S MOTORCYCLES CO.","香港","Hong Kong","灣仔","WAN CHAI","堅彌地街16-20號 ‎堅安大廈地下5號舖","Shop 5, G/F, Kin On Building, No. 16-20, Kennedy Street, ","28331089","4","IC","2028-10-16","","22.2733457","114.1744675","電單車","Motorcycle","","","R","R","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","R","R","Mo 10:00-20:00, Tu 10:00-20:00, We 10:00-20:00, Th 10:00-20:00, Fr 10:00-20:00, Sa 10:00-20:00"
"VMW018828","盈動管理有限公司","DYNAMIC MANAGEMENT LIMITED","香港","Hong Kong","南區","SOUTHERN DISTRICT","薄扶林域多利道555號蜆殼域多利道油站","Shell Victoria Road Station, No. 555, Victoria Road, Pok Fu Lam","25519346","3","IC","2027-03-28","","22.26204","114.13323","私家車, 的士, 輕型貨車, 中型貨車","Private Car, Taxi, Light Goods Vehicle, Medium Goods Vehicle","電池服務, 更換機油服務","Battery, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW018839","澳機汽車服務","OTTO MOTOR SERVICE","香港","Hong Kong","中西區","CENTRAL AND WESTERN DISTRICT","西營盤高街19號地下","G/F, No. 19, High Street, Sai Ying Pun","25251208","4","IC","2028-08-21","","22.28517","114.1432","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018840","華盛汽車服務","TSUI'S MOTOR SERVICE","香港","Hong Kong","中西區","CENTRAL AND WESTERN DISTRICT","西營盤西營盤高街17號地下","G/F, No. 17, High Street,Sai Ying Pun , Sai Ying Pun","28037670","4","IC","2027-01-28","","22.2851891","114.1432543","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018871","洗車便利店 (集團) 有限公司","CARWASH CLUB (HOLDING)  LIMITED","新界","N.T.","沙田","SHA TIN","火炭穗禾路1號豐利工業中心地下1號舖","Flat 1, G/F, Goldfield Industrial Centre, No. 1, Sui Wo Road, Fo Tan","26969283","3","IC","2026-08-10","","22.39762","114.19247","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW018880","逸昇汽車服務","SUNBEAM MOTORS SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣鹿鳴街17號地下","G/F, No. 17, Luk Ming Street, To Kwa Wan","92111519","4","IC","2026-02-24","","22.3217999","114.1915935","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018895","祥興汽車貿易公司","CHEUNG HING MOTORS TRADING CO","新界","N.T.","元朗","YUEN LONG","白沙村 DD 119, LOT 793","DD 119, LOT 793 Pak Sha Tsuen, ","24733273","3","IC","2026-12-25","","22.421452","114.017035","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW018942","大記公司","TAI KEE COMPANY","新界","N.T.","元朗","YUEN LONG","福喜街 DD 123, LOT 1116","DD 123, LOT 1116 Fuk Hi Street, ","","3","IC","2027-11-24","","22.454874","114.0240547","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW018953","鉅興隆汽車服務公司","KUI HING LOONG MOTOR SERVICE COMPANY","新界","N.T.","元朗","YUEN LONG","大樹下東路塘頭埔村179號","No. 179, Tong Tau Po Tsuen, Tai Shu Ha East Road, ","24703072","3","IC,EVL","2027-04-01","","22.425528","114.038944","私家車, 的士","Private Car, Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修, 電動車/混能車(高壓電部分維修), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles, Maintenance for high-voltage parts of electric vehicles/ hybrid vehicles, Engine oil changing","R","R","10:00","17:00","10:00","17:00","10:00","17:00","10:00","17:00","10:00","17:00","10:00","17:00","R","R","R","R","Mo 10:00-17:00, Tu 10:00-17:00, We 10:00-17:00, Th 10:00-17:00, Fr 10:00-17:00, Sa 10:00-17:00"
"VMW018971","雙魚汽車維修工程公司","SHEUNG YI AUTO SERVICES CO","新界","N.T.","北區","NORTH DISTRICT","上水馬會道5號A地下","G/F, No. 5A, Jockey Club Road, Sheung Shui","36643832","3","IC","2028-03-12","","22.514467","114.127228","掛接式拖車頭及拖車架","Articulated Tractor and Trailer","","","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","Su 08:30-18:30,Mo 08:30-18:30, Tu 08:30-18:30, We 08:30-18:30, Th 08:30-18:30, Fr 08:30-18:30, Sa 08:30-18:30"
"VMW018997","GO N GO AUTOMOTIVE LIMITED","GO N GO AUTOMOTIVE LIMITED","新界","N.T.","元朗","YUEN LONG","新田新圍村65號G","No. 65G, San Wai Village, San Tin","24711911","3","IC,EVE","2027-06-24","","22.470928","114.059059","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","14:00","18:00","14:00","18:00","14:00","18:00","14:00","18:00","14:00","18:00","R","R","R","R","R","R","Mo 14:00-18:00, Tu 14:00-18:00, We 14:00-18:00, Th 14:00-18:00, Fr 14:00-18:00"
"VMW019004","英華車房","BRITISH REPAIR & AUTO SERVICE","香港","Hong Kong","中西區","CENTRAL AND WESTERN DISTRICT","西營盤西營盤第二街88號怡豐閣地下4號舖","No. 4 Shop, Yee Fung Court, No. 88, Second Street, Sai Ying Pun","25596007","4","IC","2027-01-28","","22.28617","114.141147","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019015","連發車房","LIN FAT GARAGE","新界","N.T.","北區","NORTH DISTRICT","上水天平山村, LOT795","LOT795 Tin Ping Shan Village, Sheung Shui","26704328","3","IC","2025-12-22","*","22.506204","114.133563","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019026","忠記汽車服務公司","CHUNG KEE MOTOR SERVICE COMPANY","新界","N.T.","沙田","SHA TIN","大圍成運路1-7號交通城大廈地下5號舖","Shop 5, G/F, Transport City Building, No. 1-7, Shing Wan Road, Tai Wai","26011121","3","IC","2027-05-19","","22.37622","114.18191","巴士","Bus","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW019037","MAX POWER AUTO WORKSHOP","MAX POWER AUTO WORKSHOP","新界","N.T.","沙田","SHA TIN","火炭坳背灣街34-36號豐盛工業中心地下6號舖","Shop 6, G/F, Veristrong Industrial Centre, No. 34-36, Au Pui Wan Street, Fo Tan","97777092","3","IC","2027-12-20","","22.39917","114.19336","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","11:00","20:30","08:00","23:00","08:00","23:00","08:00","23:00","08:00","23:00","08:00","23:00","08:00","23:00","11:00","20:30","11:00","20:30","Su 11:00-20:30,Mo 08:00-23:00, Tu 08:00-23:00, We 08:00-23:00, Th 08:00-23:00, Fr 08:00-23:00, Sa 08:00-23:00"
"VMW019048","車迷城有限公司","MOTO MART COMPANY LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣下鄉道5號益民大廈地下及1樓","G/F & 1/F, Yick Man Building, No. 5, Ha Heung Road, To Kwa Wan","23826684","4","IC","2027-12-20","","22.31587","114.18836","電單車","Motorcycle","一般車輛維修 (機械和電器工作),其他","General vehicle maintenance (mechanical and electrical work),Others","13:00","18:00","R","R","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","10:00","19:00","13:00","18:00","R","R","Su 13:00-18:00,Tu 10:00-19:00, We 10:00-19:00, Th 10:00-19:00, Fr 10:00-19:00, Sa 10:00-19:00"
"VMW019059","捷誠汽車服務","CHIT SHING MOTOR SERVICES","新界","N.T.","葵青","KWAI TSING","葵涌葵昌路26-28號豪華工業大廈地下A1舖","Flat A1, G/F, Hoover Industrial Building, No. 26-28, Kwai Cheong Road, Kwai Chung","24108599","3","IC","2027-05-19","","22.3644006","114.1328159","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW019060","大利汽車有限公司","GREAT AUTOMOTIVES LIMITED","新界","N.T.","屯門","TUEN MUN","亦園村 DD124, LOT 3404","DD124, LOT 3404 Yick Yuen Tsuen, ","24673622","1","IC","2028-03-18","","22.43039","113.98558","私家車, 小巴, 巴士, 輕型貨車","Private Car, Light Bus, Bus, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019093","洗車便利店(集團)有限公司","HERO SHOP","新界","N.T.","沙田","SHA TIN","安平街6號新貿中心地下3號舖","Shop 3, G/F, New Trade Plaza, No. 6, On Ping Street, ","26969283","3","IC","2027-12-17","","22.39087","114.20718","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW019106","亞洲車身工程有限公司","ASIA AUTO BODY ENGINEERING LIMITED","新界","N.T.","元朗","YUEN LONG","上村 DD 114, LOT 654","DD 114, LOT 654 Sheung Tsuen, ","24880183","2","IC","2025-08-03","*","22.432501","114.104217","小巴, 巴士","Light Bus, Bus","一般車輛維修 (機械和電器工作), 車身修理, 車身製造 (中型及重型車輛), 車身噴漆, 汽車玻璃","General vehicle maintenance (mechanical and electrical work), Body works, Body built (Medium-sized and heavy vehicles), Spray painting, Glazing","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00"
"VMW019117","聯合（香港）工程公司","UNION (HK) ENGINEERING COMPANY","新界","N.T.","元朗","YUEN LONG","屏山洪屋村 DD 127, LOT 97A","DD 127, LOT 97A Hung UK Tsuen, Ping Shan","94798341","3","IC","2028-07-24","","22.441133","114.0019293","私家車, 輕型貨車, 電單車","Private Car, Light Goods Vehicle, Motorcycle","","","","","","","","","","","","","","","","","","","","",""
"VMW019128","利民車行","AUTOPLUS+GARAGE","新界","N.T.","元朗","YUEN LONG","大旗嶺1號地下","G/F, No. 1, Tai Kei Leng, Tai Kei Leng","93320710","3","IC","2027-09-18","","22.440432","114.029716","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW019139","國松車行有限公司","KWOK CHUNG MOTORS LIMITED","新界","N.T.","屯門","TUEN MUN","仁愛堂街40號地下","G/F, No. 40, Yan Oi Tong Circuit, ","23960898","4","IC","2027-09-18","","22.39635","113.97687","的士","Taxi","","","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW019151","新法汽車公司","SUN FAR MOTORS CO.","新界","N.T.","荃灣","TSUEN WAN","芙蓉山路100號地下","G/F, No. 100, Fu Yung Shan Road, ","24161227","3","IC","2027-05-19","","22.3770084","114.1177216","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","10:00","18:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","21:00","10:00","18:00","10:00","18:00","Su 10:00-18:00,Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-21:00"
"VMW019162","萬宜旅遊巴士有限公司","MAN YEE TRANSPORTATION BUS COMPANY LIMITED","新界","N.T.","屯門","TUEN MUN","亦園村地下 DD124, LOT 3404","DD124, LOT 3404 G/F, Yick Yuen Tsuen, ","24271919","3","IC","2028-03-18","","22.43048","113.98581","私家車, 小巴, 巴士, 輕型貨車","Private Car, Light Bus, Bus, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019173","基恩汽車服務公司","GRATEFUL AUTO SERVICES COMPANY","九龍","Kowloon","深水埗","SHAM SHUI PO","東沙島街159號地下","G/F, No. 159, Pratas Street, ","27873399","4","IC","2027-05-19","","22.335102","114.1592278","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019184","鴻英機械工程","BRILLIANT ENGINEERING","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣鴻運街3號地下","G/F, No. 3, Hung Wan Street, To Kwa Wan","23642387","4","IC","2027-05-19","","22.32102","114.19238","輕型貨車","Light Goods Vehicle","尾板, 電動及油壓配件","Tail lift, Electric and hydrauic operated accessories","","","","","","","","","","","","","","","","","","",""
"VMW019195","傲雲汽車服務","SKY MOTOR SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣忠信街7號地下","G/F, No. 7, Chung Sun Street, To Kwa Wan","91665627","4","IC","2027-05-19","","22.31964","114.1941","私家車","Private Car","","","R","R","09:30","19:30","09:30","19:30","09:30","19:30","09:30","19:30","09:30","19:30","09:30","19:30","10:00","14:00","10:00","14:00","Mo 09:30-19:30, Tu 09:30-19:30, We 09:30-19:30, Th 09:30-19:30, Fr 09:30-19:30, Sa 09:30-19:30"
"VMW019208","好運汽車服務公司","LUCKY CAR SERVICES COMPANY","九龍","Kowloon","觀塘","KWUN TONG","定業街32號地下","G/F, No. 32, Ting Yip Street, ","21744228","4","IC,EVE","2027-12-28","","22.31811","114.21582","私家車, 的士, 輕型貨車","Private Car, Taxi, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019231","平安膠輪電池公司","PING ON TYRE & BATTERY CO","香港","Hong Kong","中西區","CENTRAL AND WESTERN DISTRICT","西環堅尼地城海傍1號地下","G/F, No. 1, Kennedy Town Praya, Sai Wan","28191679","4","IC","2028-07-01","","22.2866965","114.1324256","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW019242","志和汽車服務公司","CHI WO AUTO SERVICE COMPANY","香港","Hong Kong","南區","SOUTHERN DISTRICT","鴨脷洲鴨脷洲大街112-118號東南大廈地下G舖","Flat G, G/F, Tung Nam Building, No. 112-118, Ap Lei Chau Main Street, Ap Lei Chau","25528243","4","IC","2027-06-24","","22.24395","114.15467","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019253","新新汽車公司","SUN SUN MOTOR CAR SERVICE CO","九龍","Kowloon","油尖旺","YAU TSIM MONG","旺角黑布街95號地下","G/F, No. 55, Hak Po Street, Mong Kok","23959314","4","IC","2027-12-20","","22.31937","114.17223","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019264","根記歐日汽車維修","KAN KEE AUTO MOTOR CAR MAINTENANCE","新界","N.T.","沙田","SHA TIN","大圍積信街77號地下D室","RM D, G/F, No. 77, Chik Shun Street, Tai Wai","26915610","4","IC","2027-09-15","","22.3767941","114.1789976","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW019297","FAMOUS MOTORS CO","FAMOUS MOTORS CO","香港","Hong Kong","灣仔","WAN CHAI","跑馬地山村道37號地下","G/F, No. 37, Village Road, Happy Valley","25732201","4","IC","2027-05-19","","22.2682747","114.185655","私家車, 的士","Private Car, Taxi","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019300","SINDA TAXI CO LTD","SINDA TAXI CO LTD","香港","Hong Kong","灣仔","WAN CHAI","跑馬地山村道60-62號地下","G/F, No. 60-62, Village Road, Happy Valley","25733939","4","IC","2027-05-19","","22.2680783","114.1857506","的士","Taxi","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019344","創天汽車維修","CHI KEUNG RACING MOTOR","九龍","Kowloon","深水埗","SHAM SHUI PO","永康街50號地下D室","Flat D, G/F, No. 50, Wing Hong Street, ","34279073","4","IC","2027-07-30","","22.3404798","114.1531783","私家車, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","09:30","19:00","R","R","R","R","Mo 09:30-19:00, Tu 09:30-19:00, We 09:30-19:00, Th 09:30-19:00, Fr 09:30-19:00, Sa 09:30-19:00"
"VMW019377","耀鋒汽車服務","YIU FUNG MOTOR CAR SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣明倫街9號地下","G/F, No. 9, Ming Lun Street, To Kwa Wan","","4","IC,EVL","2027-05-19","","22.3199","114.19358","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW019402","東富汽車服務","EASTERN RICH AUTOMOTIVE SERVICE","新界","N.T.","元朗","YUEN LONG","逢吉鄉 DD 107","DD 107, Fung Kut Heung, ","65941688","3","IC","2028-12-21","","22.45617","114.063463","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
